ID,loc,title,bedroom,bathroom,parking_space,zone,rooms,bathroom_ratio,price
1754,0.02978583736768688,1.0,2.0,1.0,2.0,3,3.0,0.3333333333333333,1008065.394
9999,0.028390908344957742,6.0,7.0,1.0,,2,8.0,0.125,1948782.454
2737,0.026503651431853615,1.0,3.0,2.0,2.0,4,5.0,0.4,1382599.563
9,0.02822679904816608,5.0,,1.0,4.0,5,,,2473399.316
2577,0.025847214244686962,10.0,5.0,,4.0,1,,,1912407.775
12563,0.02830885369656191,4.0,8.0,5.0,,5,13.0,0.38461538461538464,3129490.897
643,0.028637072290145237,5.0,5.0,,4.0,0,,,2397438.832
2567,0.0288011815869369,8.0,2.0,,1.0,1,,,1584271.933
2731,0.028965290883728564,5.0,,2.0,4.0,1,,,1343117.824
733,0.02773447115779109,6.0,3.0,7.0,,5,10.0,0.7,1804337.892
2587,,9.0,3.0,2.0,3.0,-1,5.0,0.4,1461533.978
418,0.02773447115779109,7.0,,1.0,2.0,0,,,1026559.651
12639,0.028390908344957742,3.0,7.0,,1.0,2,,,2127040.362
49,0.028390908344957742,9.0,,2.0,3.0,2,,,971958.8792
1846,0.028390908344957742,7.0,,4.0,,3,,,1959886.011
5658,,3.0,7.0,5.0,1.0,-1,12.0,0.4166666666666667,2455112.138
4908,0.02773447115779109,,2.0,7.0,2.0,5,9.0,0.7777777777777778,1824127.76
1573,0.026995979322228605,9.0,,4.0,1.0,4,,,1218507.184
7034,0.026913924673832773,8.0,5.0,2.0,4.0,5,7.0,0.2857142857142857,4697343.83
4526,0.02830885369656191,8.0,,4.0,,5,,,4112086.96
12158,0.02830885369656191,5.0,8.0,3.0,6.0,2,11.0,0.2727272727272727,2923342.43
2127,0.025601050299499467,1.0,5.0,,1.0,3,,,1508207.866
1664,0.02822679904816608,1.0,2.0,1.0,3.0,5,3.0,0.3333333333333333,994254.5942
12151,0.027980635102978584,3.0,4.0,1.0,5.0,5,5.0,0.2,2112101.488
2028,0.028555017641749406,3.0,1.0,,2.0,3,,,1238759.478
8449,0.027570361860999426,2.0,4.0,6.0,2.0,5,10.0,0.6,1722686.317
9844,0.027980635102978584,6.0,8.0,4.0,5.0,5,12.0,0.3333333333333333,2987254.314
2669,0.026667760728645278,6.0,,4.0,3.0,4,,,3103324.932
12011,0.0288011815869369,4.0,7.0,7.0,5.0,2,14.0,0.5,2662336.268
1398,0.02732419791581193,10.0,3.0,,3.0,0,,,2922258.556
9968,0.02674981537704111,2.0,9.0,3.0,4.0,2,12.0,0.25,2289119.981
3837,0.02732419791581193,6.0,2.0,3.0,1.0,0,5.0,0.6,1204407.517
2767,0.027570361860999426,8.0,1.0,1.0,,5,2.0,0.5,1710015.808
5721,0.028637072290145237,8.0,4.0,6.0,,0,10.0,0.6,2661114.447
7239,,7.0,5.0,2.0,5.0,-1,7.0,0.2857142857142857,1539500.366
9626,0.02732419791581193,9.0,8.0,,2.0,0,,,2064225.361
1437,0.02773447115779109,8.0,3.0,,1.0,0,,,1981307.361
1995,0.0288011815869369,8.0,4.0,6.0,3.0,2,10.0,0.6,2623051.751
4247,0.026667760728645278,6.0,4.0,4.0,2.0,4,8.0,0.5,2306807.131
2422,,8.0,3.0,2.0,2.0,-1,5.0,0.4,1682597.488
2920,,3.0,1.0,2.0,3.0,-1,3.0,0.6666666666666666,1383649.463
3553,0.028637072290145237,8.0,8.0,,2.0,0,,,3712689.074
1441,0.02773447115779109,5.0,3.0,,3.0,0,,,1591797.546
6672,0.026995979322228605,4.0,2.0,2.0,,4,4.0,0.5,1852141.903
8768,0.02674981537704111,7.0,6.0,7.0,4.0,2,13.0,0.5384615384615384,1839797.352
10139,,3.0,4.0,7.0,6.0,-1,11.0,0.6363636363636364,2228773.972
8306,0.027980635102978584,6.0,6.0,6.0,5.0,5,12.0,0.5,2610080.51
6682,0.028555017641749406,5.0,5.0,1.0,5.0,3,6.0,0.16666666666666666,2332734.466
1211,,7.0,2.0,2.0,2.0,-1,4.0,0.5,938101.5231
9,0.028390908344957742,5.0,,4.0,1.0,2,,,1514139.653
10415,0.02773447115779109,4.0,,7.0,4.0,5,,,1573273.147
585,,10.0,2.0,5.0,5.0,-1,7.0,0.7142857142857143,2717487.777
4705,0.028144744399770247,6.0,1.0,1.0,,1,2.0,0.5,1042356.289
673,0.026995979322228605,6.0,,1.0,4.0,4,,,2262641.116
3094,0.02822679904816608,9.0,1.0,,3.0,5,,,1030639.93
1567,0.028390908344957742,1.0,3.0,1.0,4.0,3,4.0,0.25,1204576.698
2585,0.025601050299499467,10.0,1.0,1.0,1.0,3,2.0,0.5,987172.7615
588,,4.0,1.0,1.0,3.0,-1,2.0,0.5,1165108.711
3208,,9.0,5.0,1.0,2.0,-1,6.0,0.16666666666666666,1561067.529
2117,0.029129400180520227,,3.0,3.0,5.0,0,6.0,0.5,1766688.973
1069,0.026913924673832773,6.0,4.0,2.0,1.0,5,6.0,0.3333333333333333,4659957.048
8576,0.027980635102978584,9.0,5.0,6.0,6.0,5,11.0,0.5454545454545454,1973357.666
10056,0.02773447115779109,4.0,2.0,1.0,,5,3.0,0.3333333333333333,1388102.242
10656,0.0288011815869369,6.0,,5.0,1.0,2,,,1619642.472
9538,0.027570361860999426,9.0,,3.0,1.0,5,,,1252803.69
7391,0.027898580454582753,7.0,7.0,,1.0,4,,,3121212.379
3154,0.02830885369656191,9.0,9.0,,3.0,2,,,2353129.677
4976,0.028555017641749406,9.0,3.0,7.0,,3,10.0,0.7,1376145.296
11843,0.027652416509395258,8.0,,3.0,5.0,2,,,1818517.464
8918,0.02822679904816608,8.0,3.0,5.0,6.0,5,8.0,0.625,2661836.946
10238,0.027898580454582753,6.0,6.0,6.0,4.0,4,12.0,0.5,3394415.71
9006,0.027078033970624436,2.0,2.0,1.0,6.0,0,3.0,0.3333333333333333,1129211.779
592,0.02773447115779109,1.0,3.0,1.0,1.0,0,4.0,0.25,1298976.511
2117,0.026503651431853615,1.0,1.0,2.0,1.0,4,3.0,0.6666666666666666,1725558.749
2718,0.027652416509395258,4.0,6.0,4.0,3.0,2,10.0,0.4,1888424.766
4033,0.027980635102978584,7.0,6.0,2.0,,1,8.0,0.25,1805429.992
808,0.026667760728645278,2.0,6.0,1.0,1.0,4,7.0,0.14285714285714285,2387774.698
10692,0.02478050381554115,,3.0,1.0,4.0,4,4.0,0.25,1524141.757
2852,0.027078033970624436,3.0,4.0,2.0,3.0,0,6.0,0.3333333333333333,1680463.349
7534,0.026503651431853615,5.0,3.0,,5.0,4,,,2856860.911
718,0.028390908344957742,2.0,9.0,1.0,1.0,2,10.0,0.1,2179647.363
1208,0.02822679904816608,9.0,2.0,3.0,2.0,5,5.0,0.6,1198017.787
2704,,6.0,5.0,2.0,1.0,-1,7.0,0.2857142857142857,1463364.919
8094,0.02978583736768688,6.0,2.0,4.0,,3,6.0,0.6666666666666666,1657313.621
2726,0.02978583736768688,8.0,5.0,2.0,4.0,3,7.0,0.2857142857142857,2869174.142
3966,0.026913924673832773,,5.0,2.0,1.0,5,7.0,0.2857142857142857,5888564.485
11023,0.0303602199064577,7.0,5.0,3.0,3.0,2,8.0,0.375,1685777.418
3183,0.02830885369656191,,8.0,7.0,1.0,2,15.0,0.4666666666666667,2753276.595
6136,0.026913924673832773,3.0,9.0,6.0,3.0,5,15.0,0.4,5369144.742
6692,,9.0,8.0,5.0,6.0,-1,13.0,0.38461538461538464,2370759.405
1996,0.028637072290145237,1.0,1.0,2.0,3.0,0,3.0,0.6666666666666666,839296.3706
2114,0.02773447115779109,1.0,4.0,1.0,4.0,5,5.0,0.2,1632745.416
883,,5.0,1.0,1.0,1.0,-1,2.0,0.5,1278293.175
6387,,6.0,9.0,2.0,5.0,-1,11.0,0.18181818181818182,2908656.617
2624,0.027898580454582753,9.0,3.0,4.0,2.0,4,7.0,0.5714285714285714,1891772.069
1614,0.02633954213506195,2.0,8.0,7.0,5.0,0,15.0,0.4666666666666667,2438137.545
3448,0.025847214244686962,3.0,4.0,1.0,4.0,1,5.0,0.2,1732255.803
11268,0.02478050381554115,8.0,1.0,4.0,4.0,4,5.0,0.8,1974518.345
12601,0.027570361860999426,10.0,1.0,,3.0,5,,,2770742.366
7209,0.027652416509395258,10.0,9.0,,3.0,2,,,4129874.823
10968,0.027898580454582753,,3.0,6.0,2.0,4,9.0,0.6666666666666666,2485223.819
620,,2.0,3.0,1.0,1.0,-1,4.0,0.25,1496643.411
2268,,1.0,5.0,2.0,2.0,-1,7.0,0.2857142857142857,1474527.986
3627,0.028390908344957742,6.0,9.0,,4.0,2,,,2527983.48
6086,0.028555017641749406,3.0,7.0,7.0,5.0,3,14.0,0.5,2885616.375
1363,0.028390908344957742,,5.0,1.0,4.0,2,6.0,0.16666666666666666,1071573.671
3314,0.026913924673832773,,3.0,2.0,1.0,5,5.0,0.4,3840695.348
6340,0.028555017641749406,2.0,5.0,6.0,1.0,2,11.0,0.5454545454545454,1576265.181
11176,,6.0,6.0,4.0,1.0,-1,10.0,0.4,1847434.171
3256,,9.0,1.0,1.0,2.0,-1,2.0,0.5,742338.5454
8882,0.027980635102978584,6.0,3.0,5.0,,5,8.0,0.625,1801505.458
2720,0.027570361860999426,7.0,,2.0,3.0,5,,,1679920.572
10436,0.0288011815869369,9.0,8.0,,2.0,1,,,1877360.22
1520,0.027980635102978584,7.0,,2.0,1.0,5,,,1475032.519
2329,0.026995979322228605,9.0,5.0,3.0,1.0,4,8.0,0.375,2019383.016
6284,,5.0,7.0,3.0,4.0,-1,10.0,0.3,3874001.176
9704,0.0303602199064577,9.0,,7.0,5.0,2,,,2228516.471
2318,0.027078033970624436,2.0,6.0,7.0,2.0,0,13.0,0.5384615384615384,1982874.874
910,,3.0,2.0,2.0,2.0,-1,4.0,0.5,1393752.188
3962,0.028390908344957742,,5.0,2.0,2.0,2,7.0,0.2857142857142857,2135783.703
3593,0.028555017641749406,3.0,8.0,1.0,,2,9.0,0.1111111111111111,2321466.348
5269,0.026585706080249447,9.0,5.0,7.0,5.0,3,12.0,0.5833333333333334,1984846.67
125,0.028637072290145237,4.0,3.0,,4.0,0,,,1471583.289
1380,0.026913924673832773,6.0,2.0,3.0,4.0,5,5.0,0.6,2534802.864
4716,,2.0,9.0,4.0,,-1,13.0,0.3076923076923077,3286175.09
5142,0.02478050381554115,3.0,8.0,,6.0,4,,,3316074.432
1826,0.028637072290145237,8.0,3.0,2.0,2.0,0,5.0,0.4,2237914.359
9409,0.0303602199064577,5.0,7.0,,2.0,2,,,2491683.485
7004,0.027078033970624436,8.0,,2.0,2.0,0,,,2625928.48
5593,0.028062689751374416,4.0,2.0,,5.0,1,,,1155158.434
1578,,8.0,6.0,6.0,1.0,-1,12.0,0.5,3076824.075
4900,,5.0,3.0,2.0,5.0,-1,5.0,0.4,1908271.142
1817,0.02633954213506195,8.0,7.0,1.0,1.0,0,8.0,0.125,2792189.647
6300,0.02478050381554115,3.0,3.0,4.0,6.0,4,7.0,0.5714285714285714,2055480.238
2832,0.028390908344957742,1.0,,1.0,2.0,3,,,1333008.746
1066,0.026585706080249447,7.0,4.0,2.0,2.0,3,6.0,0.3333333333333333,1680109.052
10466,0.02732419791581193,6.0,8.0,1.0,,0,9.0,0.1111111111111111,2436315.865
4380,0.028390908344957742,8.0,9.0,6.0,1.0,3,15.0,0.4,3219890.577
12369,,4.0,6.0,3.0,6.0,-1,9.0,0.3333333333333333,2507207.785
5244,0.02978583736768688,10.0,,7.0,2.0,3,,,5929454.633
3675,,6.0,5.0,4.0,1.0,-1,9.0,0.4444444444444444,2002741.507
4372,0.029129400180520227,3.0,1.0,5.0,5.0,0,6.0,0.8333333333333334,1307058.913
10258,,3.0,3.0,2.0,6.0,-1,5.0,0.4,1957590.074
701,0.02478050381554115,3.0,1.0,2.0,3.0,4,3.0,0.6666666666666666,1404511.2
3448,0.027980635102978584,7.0,5.0,2.0,,5,7.0,0.2857142857142857,1824022.472
10563,0.0288011815869369,8.0,4.0,3.0,5.0,1,7.0,0.42857142857142855,2041962.578
3086,0.025847214244686962,3.0,9.0,,4.0,1,,,3053262.057
813,,8.0,9.0,,,-1,,,3537989.115
323,0.027898580454582753,,5.0,1.0,2.0,4,6.0,0.16666666666666666,7315010.887
3209,0.028965290883728564,2.0,6.0,,6.0,1,,,1794005.699
696,0.0303602199064577,7.0,,2.0,1.0,2,,,1442731.696
102,0.028637072290145237,10.0,4.0,2.0,1.0,4,6.0,0.3333333333333333,2367004.939
228,0.028637072290145237,5.0,9.0,3.0,2.0,4,12.0,0.25,3855752.758
281,0.026503651431853615,3.0,1.0,,5.0,4,,,2080438.836
5852,0.028637072290145237,7.0,4.0,,3.0,0,,,1781349.974
4193,0.02978583736768688,10.0,3.0,7.0,,3,10.0,0.7,3777217.865
10187,0.027570361860999426,10.0,7.0,3.0,1.0,5,10.0,0.3,4337832.605
1348,0.0288011815869369,4.0,,3.0,1.0,1,,,1437224.267
12727,0.0288011815869369,7.0,2.0,1.0,4.0,2,3.0,0.3333333333333333,1204196.191
8423,0.026503651431853615,8.0,5.0,,4.0,4,,,3696403.234
1716,0.028144744399770247,9.0,1.0,,1.0,1,,,806310.8657
5048,0.025601050299499467,3.0,1.0,1.0,,3,2.0,0.5,947019.0404
4605,0.028062689751374416,2.0,,6.0,6.0,1,,,2219325.268
3527,,4.0,2.0,2.0,1.0,-1,4.0,0.5,1168137.085
3200,0.027652416509395258,6.0,,,6.0,2,,,1478029.952
10597,,3.0,2.0,7.0,3.0,-1,9.0,0.7777777777777778,1357836.569
11678,0.02674981537704111,10.0,4.0,6.0,6.0,2,10.0,0.6,3064656.986
5570,0.026503651431853615,,9.0,7.0,1.0,4,16.0,0.4375,3948102.654
3720,,10.0,2.0,1.0,2.0,-1,3.0,0.3333333333333333,3103362.953
3127,0.028555017641749406,5.0,,1.0,1.0,3,,,1344712.372
3012,0.02732419791581193,9.0,4.0,,2.0,0,,,1244591.475
6234,0.027980635102978584,9.0,7.0,6.0,5.0,1,13.0,0.46153846153846156,2014704.503
1432,,10.0,5.0,1.0,2.0,-1,6.0,0.16666666666666666,2102182.096
664,0.0303602199064577,5.0,7.0,5.0,1.0,2,12.0,0.4166666666666667,2635341.821
948,,5.0,,5.0,1.0,-1,,,3130973.45
10470,,9.0,8.0,6.0,2.0,-1,14.0,0.42857142857142855,2146453.099
12695,0.027570361860999426,8.0,7.0,2.0,1.0,5,9.0,0.2222222222222222,3116877.186
1876,0.028965290883728564,,3.0,1.0,1.0,1,4.0,0.25,1081281.857
3950,,5.0,5.0,,,-1,,,1620093.808
8430,,7.0,5.0,7.0,3.0,-1,12.0,0.5833333333333334,2323975.776
8571,0.025847214244686962,10.0,8.0,1.0,3.0,1,9.0,0.1111111111111111,4198692.267
1057,,10.0,5.0,2.0,2.0,-1,7.0,0.2857142857142857,1892478.892
104,0.02830885369656191,9.0,,1.0,4.0,2,,,1044816.033
3550,,8.0,5.0,3.0,6.0,-1,8.0,0.375,2298741.002
3744,0.02822679904816608,6.0,7.0,4.0,4.0,5,11.0,0.36363636363636365,2724185.658
9581,0.026585706080249447,7.0,8.0,5.0,2.0,3,13.0,0.38461538461538464,2700990.238
78,0.0288011815869369,9.0,5.0,2.0,,2,7.0,0.2857142857142857,1501422.708
6277,0.02633954213506195,7.0,9.0,,1.0,0,,,2523138.618
717,0.026667760728645278,10.0,4.0,,1.0,4,,,6078578.014
2080,,2.0,4.0,,4.0,-1,,,2001328.886
5929,,9.0,,6.0,1.0,-1,,,1278029.907
1526,0.025847214244686962,8.0,2.0,2.0,,1,4.0,0.5,1777486.034
5161,0.02732419791581193,2.0,9.0,2.0,,0,11.0,0.18181818181818182,2460301.067
11427,0.0303602199064577,5.0,5.0,1.0,,2,6.0,0.16666666666666666,2122802.448
8019,0.0303602199064577,9.0,2.0,5.0,,2,7.0,0.7142857142857143,1044145.787
201,0.028555017641749406,2.0,9.0,2.0,3.0,2,11.0,0.18181818181818182,2243492.693
8711,0.028390908344957742,7.0,,4.0,4.0,3,,,1223042.938
8969,0.027652416509395258,7.0,7.0,1.0,6.0,2,8.0,0.125,1895876.315
1271,0.02830885369656191,,2.0,7.0,,5,9.0,0.7777777777777778,1952955.344
1669,0.02978583736768688,10.0,6.0,6.0,5.0,3,12.0,0.5,4902652.162
10278,0.028555017641749406,5.0,9.0,2.0,2.0,2,11.0,0.18181818181818182,2732910.739
4412,0.027078033970624436,2.0,7.0,5.0,3.0,0,12.0,0.4166666666666667,2136294.011
11948,0.02978583736768688,5.0,3.0,4.0,3.0,3,7.0,0.5714285714285714,2129033.285
357,0.028637072290145237,10.0,,,3.0,0,,,4712078.771
2178,0.027652416509395258,8.0,1.0,6.0,1.0,2,7.0,0.8571428571428571,1403325.246
9236,0.0288011815869369,6.0,9.0,3.0,,2,12.0,0.25,2842897.747
1268,0.0288011815869369,8.0,2.0,1.0,2.0,1,3.0,0.3333333333333333,1604269.814
2437,0.027652416509395258,8.0,5.0,1.0,3.0,2,6.0,0.16666666666666666,2042083.282
4995,0.028062689751374416,6.0,3.0,5.0,2.0,1,8.0,0.625,1334969.791
5944,0.02830885369656191,6.0,6.0,6.0,4.0,5,12.0,0.5,2784205.063
5553,,8.0,9.0,3.0,4.0,-1,12.0,0.25,3175083.459
2746,0.02830885369656191,10.0,4.0,7.0,1.0,5,11.0,0.6363636363636364,4382221.984
2166,,9.0,3.0,6.0,5.0,-1,9.0,0.6666666666666666,1296079.472
2714,0.028637072290145237,6.0,3.0,,4.0,0,,,1777986.796
5781,0.0303602199064577,10.0,9.0,6.0,5.0,2,15.0,0.4,4991829.78
635,0.026503651431853615,5.0,2.0,1.0,4.0,4,3.0,0.3333333333333333,2210760.017
11964,0.028144744399770247,8.0,,7.0,3.0,1,,,3418575.901
2485,0.028390908344957742,7.0,6.0,1.0,5.0,3,7.0,0.14285714285714285,1693559.919
26,0.028555017641749406,9.0,3.0,,1.0,2,,,1005172.35
1348,0.02732419791581193,4.0,3.0,2.0,1.0,0,5.0,0.4,1247883.963
378,0.027652416509395258,9.0,2.0,2.0,,2,4.0,0.5,883314.1019
2439,0.027570361860999426,8.0,3.0,2.0,1.0,5,5.0,0.4,2198135.06
4675,0.02674981537704111,8.0,,5.0,6.0,2,,,2387821.051
3648,,7.0,7.0,1.0,6.0,-1,8.0,0.125,2428616.749
3874,0.02773447115779109,2.0,4.0,7.0,6.0,5,11.0,0.6363636363636364,1851619.565
3745,0.028637072290145237,,,7.0,,0,,,2345363.373
3648,0.028144744399770247,7.0,3.0,2.0,1.0,1,5.0,0.4,1149218.903
2878,0.0288011815869369,7.0,2.0,2.0,,1,4.0,0.5,938941.3614
3237,0.028390908344957742,7.0,7.0,6.0,2.0,3,13.0,0.46153846153846156,1960050.376
10970,0.027898580454582753,6.0,6.0,4.0,4.0,4,10.0,0.4,3271074.103
4495,0.026585706080249447,2.0,8.0,7.0,2.0,3,15.0,0.4666666666666667,2779302.369
551,0.02830885369656191,4.0,2.0,,3.0,5,,,1661839.372
731,,1.0,1.0,1.0,1.0,-1,2.0,0.5,840053.2113
5160,0.028637072290145237,2.0,1.0,6.0,,0,7.0,0.8571428571428571,1148288.993
9951,0.0288011815869369,,1.0,7.0,5.0,1,8.0,0.875,990655.0416
6715,0.027078033970624436,2.0,3.0,7.0,1.0,0,10.0,0.7,1394077.975
3750,0.027652416509395258,8.0,6.0,2.0,3.0,2,8.0,0.25,2395637.491
2971,0.02633954213506195,7.0,5.0,2.0,4.0,0,7.0,0.2857142857142857,1426778.605
1745,0.027078033970624436,9.0,9.0,5.0,,0,14.0,0.35714285714285715,2380374.558
1531,0.026667760728645278,1.0,2.0,2.0,,4,4.0,0.5,1242831.67
9868,0.02773447115779109,7.0,2.0,,5.0,5,,,1368581.224
9039,0.02822679904816608,5.0,8.0,6.0,3.0,5,14.0,0.42857142857142855,3518048.25
2057,0.028555017641749406,10.0,3.0,4.0,6.0,2,7.0,0.5714285714285714,2652481.149
6756,,5.0,8.0,6.0,6.0,-1,14.0,0.42857142857142855,3625404.57
9053,0.02732419791581193,5.0,5.0,2.0,1.0,0,7.0,0.2857142857142857,2051360.711
2,0.028390908344957742,7.0,9.0,5.0,4.0,3,14.0,0.35714285714285715,2343938.473
7673,0.0303602199064577,5.0,9.0,1.0,5.0,2,10.0,0.1,3041628.74
3734,0.027078033970624436,5.0,4.0,2.0,1.0,0,6.0,0.3333333333333333,1692747.124
6930,0.02978583736768688,4.0,5.0,4.0,4.0,3,9.0,0.4444444444444444,2263844.63
4450,0.027980635102978584,6.0,7.0,7.0,,5,14.0,0.5,2914895.372
2457,0.028965290883728564,5.0,4.0,1.0,4.0,1,5.0,0.2,1545632.328
9314,,4.0,2.0,3.0,1.0,-1,5.0,0.6,1073177.244
2894,0.027980635102978584,5.0,,2.0,2.0,5,,,2130277.402
2360,0.028555017641749406,5.0,2.0,,1.0,2,,,1287291.954
1757,0.02773447115779109,4.0,,2.0,3.0,0,,,1206588.501
461,0.0303602199064577,1.0,2.0,2.0,3.0,2,4.0,0.5,834683.3704
478,0.028637072290145237,2.0,5.0,5.0,,0,10.0,0.5,1888139.029
2294,0.0288011815869369,3.0,4.0,1.0,2.0,2,5.0,0.2,1835068.087
11374,0.025601050299499467,4.0,4.0,1.0,3.0,3,5.0,0.2,1416544.059
9938,0.028965290883728564,10.0,1.0,1.0,,1,2.0,0.5,1866453.795
1253,0.028637072290145237,5.0,5.0,1.0,2.0,0,6.0,0.16666666666666666,2137602.185
10852,0.02478050381554115,,4.0,7.0,1.0,4,11.0,0.6363636363636364,2275643.107
3963,0.029129400180520227,7.0,,6.0,6.0,0,,,1285836.041
1452,0.026667760728645278,9.0,5.0,1.0,,4,6.0,0.16666666666666666,1956364.716
2232,0.028144744399770247,10.0,7.0,5.0,3.0,1,12.0,0.4166666666666667,4176077.231
11772,0.028555017641749406,,7.0,5.0,4.0,3,12.0,0.4166666666666667,2768236.231
9278,0.026503651431853615,6.0,7.0,7.0,,4,14.0,0.5,3593519.392
2646,0.025601050299499467,,7.0,1.0,3.0,3,8.0,0.125,2286874.77
10343,0.027898580454582753,2.0,5.0,,5.0,4,,,2800109.91
706,,9.0,1.0,2.0,3.0,-1,3.0,0.6666666666666666,1452650.55
4431,,9.0,1.0,3.0,4.0,-1,4.0,0.75,1457661.751
5330,0.027570361860999426,8.0,5.0,5.0,,5,10.0,0.5,2829197.181
2686,0.027898580454582753,8.0,3.0,2.0,,4,5.0,0.4,3254501.634
1214,0.027980635102978584,8.0,2.0,2.0,3.0,1,4.0,0.5,1740882.99
8082,0.026503651431853615,2.0,,1.0,1.0,4,,,2541192.087
11653,0.02978583736768688,4.0,,3.0,5.0,3,,,2943203.74
1226,0.025601050299499467,3.0,1.0,,3.0,3,,,1066649.291
473,,8.0,3.0,5.0,3.0,-1,8.0,0.625,2306103.822
42,0.0288011815869369,4.0,,2.0,3.0,1,,,1492509.365
10828,0.029129400180520227,3.0,1.0,7.0,4.0,0,8.0,0.875,1359345.269
8096,0.02773447115779109,7.0,6.0,,4.0,0,,,1961866.409
3263,0.0288011815869369,6.0,2.0,2.0,,2,4.0,0.5,1338529.65
8221,0.028637072290145237,3.0,5.0,5.0,2.0,4,10.0,0.5,2650668.525
1867,0.028390908344957742,9.0,3.0,1.0,,3,4.0,0.25,1044191.497
10031,0.028062689751374416,10.0,8.0,4.0,,1,12.0,0.3333333333333333,3964292.73
6912,,9.0,2.0,4.0,1.0,-1,6.0,0.6666666666666666,1525989.231
3067,,7.0,6.0,6.0,4.0,-1,12.0,0.5,1993191.261
1176,0.027898580454582753,2.0,3.0,1.0,,4,4.0,0.25,1942637.955
1826,0.0288011815869369,,3.0,2.0,6.0,2,5.0,0.4,1324444.776
4741,0.026667760728645278,8.0,,4.0,5.0,4,,,4619716.911
9684,0.028390908344957742,8.0,9.0,7.0,,3,16.0,0.4375,3323639.239
12932,,5.0,7.0,3.0,3.0,-1,10.0,0.3,2850660.166
9766,0.027652416509395258,8.0,4.0,2.0,6.0,2,6.0,0.3333333333333333,2027026.872
4430,0.0288011815869369,5.0,7.0,3.0,,1,10.0,0.3,2337200.388
5719,0.027570361860999426,3.0,,5.0,5.0,5,,,1461734.897
3039,0.0288011815869369,,3.0,2.0,4.0,1,5.0,0.4,3445003.605
1052,,7.0,4.0,2.0,4.0,-1,6.0,0.3333333333333333,1544799.387
1772,0.0288011815869369,9.0,4.0,1.0,4.0,1,5.0,0.2,1191577.145
3873,0.026995979322228605,8.0,,2.0,3.0,4,,,3415616.65
1848,,,1.0,2.0,3.0,-1,3.0,0.6666666666666666,646189.6705
10912,0.0288011815869369,9.0,8.0,7.0,1.0,2,15.0,0.4666666666666667,2329953.721
10,0.026913924673832773,6.0,1.0,1.0,2.0,5,2.0,0.5,3744238.308
820,0.02633954213506195,3.0,,2.0,3.0,0,,,1606083.997
2255,0.02830885369656191,,2.0,2.0,1.0,5,4.0,0.5,1470874.367
2673,0.026995979322228605,5.0,6.0,,4.0,4,,,3206980.535
3072,,4.0,5.0,2.0,2.0,-1,7.0,0.2857142857142857,1505222.216
5307,0.025847214244686962,,,2.0,6.0,1,,,1971509.566
3127,0.02732419791581193,3.0,,7.0,5.0,0,,,1993217.971
6991,0.0303602199064577,10.0,2.0,,4.0,2,,,2370452.706
3220,0.02633954213506195,2.0,4.0,5.0,2.0,0,9.0,0.5555555555555556,1538063.2
1618,0.027898580454582753,1.0,2.0,2.0,2.0,4,4.0,0.5,1347714.899
1610,0.028390908344957742,10.0,5.0,2.0,2.0,3,7.0,0.2857142857142857,3977554.99
790,0.02830885369656191,3.0,3.0,1.0,4.0,5,4.0,0.25,2123408.999
4044,,6.0,6.0,5.0,4.0,-1,11.0,0.45454545454545453,2138753.957
1558,0.028144744399770247,2.0,3.0,,2.0,1,,,1142494.259
3885,0.028390908344957742,5.0,8.0,5.0,1.0,2,13.0,0.38461538461538464,2603197.132
2455,0.02830885369656191,6.0,,2.0,4.0,5,,,2181269.455
7284,0.028637072290145237,3.0,3.0,3.0,4.0,4,6.0,0.5,2110979.134
11687,0.028555017641749406,10.0,8.0,2.0,2.0,2,10.0,0.2,3790830.961
1615,0.02830885369656191,2.0,8.0,,5.0,2,,,2438137.545
5490,0.027652416509395258,9.0,9.0,,3.0,2,,,2167935.769
5239,0.02822679904816608,4.0,,6.0,6.0,5,,,2184723.398
3289,0.028555017641749406,1.0,2.0,1.0,2.0,3,3.0,0.3333333333333333,1283678.777
8916,0.028390908344957742,2.0,1.0,4.0,2.0,2,5.0,0.8,853773.1773
3654,0.0303602199064577,8.0,5.0,6.0,3.0,2,11.0,0.5454545454545454,2615005.523
6074,0.0288011815869369,9.0,4.0,2.0,5.0,1,6.0,0.3333333333333333,1233843.807
4060,0.02478050381554115,4.0,7.0,,5.0,4,,,2797515.228
6475,0.02830885369656191,5.0,1.0,2.0,,2,3.0,0.6666666666666666,1301584.684
961,0.02773447115779109,9.0,1.0,1.0,,5,2.0,0.5,900802.9486
1275,0.027570361860999426,8.0,4.0,2.0,1.0,5,6.0,0.3333333333333333,2308329.943
665,,4.0,2.0,1.0,4.0,-1,3.0,0.3333333333333333,1003054.454
3921,0.027652416509395258,6.0,1.0,2.0,,2,3.0,0.6666666666666666,1018987.766
6385,0.026913924673832773,4.0,5.0,2.0,2.0,5,7.0,0.2857142857142857,3288872.924
3546,0.025601050299499467,10.0,1.0,7.0,1.0,3,8.0,0.875,2083964.148
10159,0.028062689751374416,9.0,1.0,7.0,5.0,1,8.0,0.875,875529.5409
3,0.027652416509395258,,5.0,7.0,5.0,2,12.0,0.5833333333333334,2447296.782
444,0.02773447115779109,2.0,,7.0,2.0,5,,,1183529.452
7595,,4.0,,7.0,1.0,-1,,,2238472.374
6102,0.029129400180520227,2.0,2.0,6.0,3.0,0,8.0,0.75,1223374.182
